Name,Price,Bedrooms,Square Meters,StreetName,Price_per_sq_m,Latitude,Longitude,URL,date_browsed,Floor
"Penthouse in calle del Consell de Cent, La Nova Esquerra de l'Eixample, Barcelona",475000,2,60,"calle del Consell de Cent, La Nova Esquerra de l'Eixample, Barcelona",7916.666666666667,41.38141,2.15281,https://www.idealista.com/en/inmueble/100089151/,2023-07-19,5
"Penthouse in calle de la Riereta, 35, El Raval, Barcelona",505000,2,59,"calle de la Riereta, 35, El Raval, Barcelona",8559.322033898305,41.37752,2.16925,https://www.idealista.com/en/inmueble/99970281/,2023-07-19,4
"Penthouse in calle Vigatans, Sant Pere - Santa Caterina i la Ribera, Barcelona",234000,1,42,"calle Vigatans, Sant Pere - Santa Caterina i la Ribera, Barcelona",5571.428571428572,41.38392,2.17945,https://www.idealista.com/en/inmueble/99932020/,2023-07-19,4
"Penthouse in calle del Pare Pérez del Pulgar, La Trinitat Vella, Barcelona",114000,3,57,"calle del Pare Pérez del Pulgar, La Trinitat Vella, Barcelona",2000.0,41.45433,2.1907,https://www.idealista.com/en/inmueble/99825090/,2023-07-19,3
"Penthouse in calle de Grases, El Poble Sec - Parc de Montjuïc, Barcelona",270000,1,45,"calle de Grases, El Poble Sec - Parc de Montjuïc, Barcelona",6000.0,41.37291,2.1567,https://www.idealista.com/en/inmueble/99800369/,2023-07-19,2
"Penthouse in plaza del Pedró, 11, El Raval, Barcelona",149000,1,36,"plaza del Pedró, 11, El Raval, Barcelona",4138.888888888889,41.37946,2.16597,https://www.idealista.com/en/inmueble/97824923/,2023-07-19,4
"Penthouse in calle de Sant Pacià, 13, El Raval, Barcelona",195000,2,54,"calle de Sant Pacià, 13, El Raval, Barcelona",3611.1111111111113,41.37783,2.16773,https://www.idealista.com/en/inmueble/99010430/,2023-07-19,5
"Penthouse in calle del Cadí, Can Peguera - El Turó de la Peira, Barcelona",155000,1,50,"calle del Cadí, Can Peguera - El Turó de la Peira, Barcelona",3100.0,41.43177,2.16914,https://www.idealista.com/en/inmueble/98727846/,2023-07-19,4
"Penthouse in Perill, Vila de Gràcia, Barcelona",350000,1,57,"Perill, Vila de Gràcia, Barcelona",6140.350877192983,41.39975,2.16195,https://www.idealista.com/en/inmueble/98219849/,2023-07-19,5
"Penthouse in calle de Cabanes, El Poble Sec - Parc de Montjuïc, Barcelona",210000,1,51,"calle de Cabanes, El Poble Sec - Parc de Montjuïc, Barcelona",4117.64705882353,41.37329,2.17013,https://www.idealista.com/en/inmueble/96709223/,2023-07-19,6
"Penthouse in El Raval, Barcelona",149500,1,40,"El Raval, Barcelona",3737.5,41.70141,1.97096,https://www.idealista.com/en/inmueble/95690399/,2023-07-19,4
"Penthouse in El Poble Sec - Parc de Montjuïc, Barcelona",210000,1,38,"El Poble Sec - Parc de Montjuïc, Barcelona",5526.315789473684,41.37215,2.17068,https://www.idealista.com/en/inmueble/92397462/,2023-07-19,7
"Penthouse in Roger de Lluria, La Dreta de l'Eixample, Barcelona",450000,1,56,"Roger de Lluria, La Dreta de l'Eixample, Barcelona",8035.714285714285,41.39374,2.16807,https://www.idealista.com/en/inmueble/39758183/,2023-07-19,5
"Penthouse in calle Alcalde de Zalamea, 6, El Carmel, Barcelona",170000,2,52,"calle Alcalde de Zalamea, 6, El Carmel, Barcelona",3269.230769230769,41.42217,2.1565,https://www.idealista.com/en/inmueble/1885358/,2023-07-19,5
"Penthouse in rambla de Badal, La Bordeta, Barcelona",300000,1,50,"rambla de Badal, La Bordeta, Barcelona",6000.0,41.3682,2.13355,https://www.idealista.com/en/inmueble/87688515/,2023-07-19,10
"Penthouse in calle de la Cendra, 30, El Raval, Barcelona",360000,1,56,"calle de la Cendra, 30, El Raval, Barcelona",6428.571428571428,41.38,2.16409,https://www.idealista.com/en/inmueble/86432286/,2023-07-19,5
